iter	Logloss
200	0.3723017834
201	0.3722301142
202	0.3721576861
203	0.3721403242
204	0.3721403187
205	0.3720766975
206	0.3719812489
207	0.3719256617
208	0.3718671503
209	0.3717555904
210	0.3717257582
211	0.371660956
212	0.3716129234
213	0.3715881099
214	0.3715064852
215	0.3714690159
216	0.3713314056
217	0.3712766939
218	0.3712276129
219	0.3712219632
220	0.3710496155
221	0.3709847161
222	0.3707955145
223	0.3706984089
224	0.3706537716
225	0.3705970158
226	0.3705320875
227	0.3704266941
228	0.3703307644
229	0.3702846766
230	0.3702044348
231	0.3701850325
232	0.3700232855
233	0.3699236286
234	0.3699026031
235	0.3699004864
236	0.3698171503
237	0.3698159855
238	0.3697184253
239	0.3697065891
240	0.3697008224
241	0.3696744893
242	0.3695381169
243	0.3693497181
244	0.3692990296
245	0.3691779943
246	0.3691642624
247	0.3690674186
248	0.3689978796
249	0.3689658723
250	0.3688996658
251	0.3688538014
252	0.3687860624
253	0.3687698015
254	0.3687697492
255	0.3686799939
256	0.3686078628
257	0.3685041737
258	0.3684990967
259	0.3684752671
260	0.3683535096
261	0.3683202838
262	0.3682859546
263	0.3681325696
264	0.36807818
265	0.3679658133
266	0.3678639822
267	0.3677737834
268	0.3677373523
269	0.367696224
270	0.3676444565
271	0.3675548236
272	0.3675094561
273	0.3675031529
274	0.3674513568
275	0.3674280924
276	0.3673263175
277	0.3672378237
278	0.3672352739
279	0.3672292922
280	0.3672038446
281	0.3670750938
282	0.3670616222
283	0.3670095308
284	0.3669541927
285	0.3669036129
286	0.3669017746
287	0.3668605434
288	0.3667273032
289	0.3666709305
290	0.3665665272
291	0.3665664533
292	0.3665176407
293	0.3664924719
294	0.3664850298
295	0.366311812
296	0.3661624818
297	0.36605292
298	0.3660344284
299	0.3659849123
300	0.365975689
301	0.3659645501
302	0.3658985568
303	0.3658184113
304	0.365638798
305	0.3655645286
306	0.3653690013
307	0.3653689118
308	0.3653101677
309	0.3652835642
310	0.3652608154
311	0.3651592948
312	0.3651335243
313	0.3650754047
314	0.3649775854
315	0.3649585005
316	0.3649426417
317	0.3647518679
318	0.3647379824
319	0.3647269568
320	0.3646481191
321	0.3645298669
322	0.3643639378
323	0.3643334071
324	0.3642838914
325	0.3642837965
326	0.3641707999
327	0.3641100615
328	0.3640708273
329	0.3640029536
330	0.3639039035
331	0.3638587114
332	0.3637633681
333	0.3636576762
334	0.36362048
335	0.3636190813
336	0.3635757698
337	0.3634611447
338	0.3634577352
339	0.3633956141
340	0.3633565135
341	0.3633528121
342	0.3632352643
343	0.3630879881
344	0.3629348755
345	0.3628956109
346	0.3628382691
347	0.362763383
348	0.3627291945
349	0.3626980369
350	0.3626088684
351	0.3625655923
352	0.3624203101
353	0.3623848343
354	0.3623578091
355	0.3622459834
356	0.362192592
357	0.3621172115
358	0.3619412282
359	0.3618727647
360	0.361807184
361	0.361701551
362	0.3615986761
363	0.3614953864
364	0.3614434454
365	0.3613289144
366	0.3612778953
367	0.3611413612
368	0.3611083409
369	0.3611067847
370	0.3610473173
371	0.3609912521
372	0.3609897632
373	0.3609530585
374	0.3609216601
375	0.3607755938
376	0.3606311639
377	0.3605932589
378	0.3605553141
379	0.3605156789
380	0.3604181162
381	0.3603481793
382	0.3603480909
383	0.3603211863
384	0.3602515267
385	0.3602206399
386	0.3601632083
387	0.3601052299
388	0.3600701724
389	0.3600466827
390	0.3600055969
391	0.3599510895
392	0.359840368
393	0.3598070699
394	0.3597217694
395	0.3596573036
396	0.3596394245
397	0.3595960292
398	0.3595132835
399	0.3594835852
400	0.359438732
401	0.3593493462
402	0.3593056858
403	0.3590955412
404	0.3590559329
405	0.3589499451
406	0.3588815341
407	0.3588803758
408	0.3588092654
409	0.3587995435
410	0.3587640889
411	0.3587002363
412	0.3584955356
413	0.3584549942
414	0.3584320385
415	0.3583521522
416	0.3583009545
417	0.3582695367
418	0.3581904858
419	0.3581254672
420	0.3580830458
421	0.3580362265
422	0.3579432224
423	0.3578813374
424	0.3577778674
425	0.3576544806
426	0.3576491704
427	0.3574915691
428	0.3574159957
429	0.3573587554
430	0.357248347
431	0.3572126684
432	0.3571125446
433	0.3570870167
434	0.3570294446
435	0.356997293
436	0.3569412028
437	0.3567891506
438	0.3567083013
439	0.3567042864
440	0.3566193714
441	0.356537482
442	0.3564363184
443	0.3564186331
444	0.3563223208
445	0.3562938902
446	0.3562454317
447	0.3561597072
448	0.3561130046
449	0.3560553905
450	0.3559175278
451	0.3559056633
452	0.3559000068
453	0.3558596769
454	0.3557242621
455	0.3556541664
456	0.3555834041
457	0.355548333
458	0.3554928937
459	0.3553708453
460	0.3553299298
461	0.3552659127
462	0.355187348
463	0.3551499813
464	0.3549079235
465	0.354815953
466	0.3547798065
467	0.354684353
468	0.3546488635
469	0.3545150744
470	0.3544583208
471	0.3543814403
472	0.3543099839
473	0.3541150767
474	0.3540326878
475	0.3540064689
476	0.3539498295
477	0.3537912554
478	0.3537050278
479	0.353577865
480	0.3535337911
481	0.3534343886
482	0.3533422819
483	0.3532887946
484	0.3531503024
485	0.3530057939
486	0.3528948329
487	0.3527626189
488	0.3526554332
489	0.3525402659
490	0.352499318
491	0.3524724845
492	0.3524258985
493	0.3523093436
494	0.3522731272
495	0.3522451179
496	0.3521301134
497	0.3520333368
498	0.3519750703
499	0.3518765803
500	0.3518331248
501	0.351737135
502	0.3515629428
503	0.3515289441
504	0.3514557207
505	0.3513349779
506	0.3512738974
507	0.3512526412
508	0.3512378782
509	0.3511746656
510	0.3511487047
511	0.3511219806
512	0.3510447032
513	0.3509470901
514	0.3508223628
515	0.3507976564
516	0.3507000436
517	0.3506402093
518	0.3505538476
519	0.3504891794
520	0.3504474458
521	0.3504108811
522	0.350333605
523	0.3501671011
524	0.3501183499
525	0.3500771841
526	0.3499956783
527	0.3498798325
528	0.3498613672
529	0.3498109646
530	0.3496843259
531	0.3496223477
532	0.3494745833
533	0.3493909324
534	0.3493511338
535	0.3493132403
536	0.3492222135
537	0.3491397239
538	0.3490824615
539	0.3489635651
540	0.3488416846
541	0.3487521408
542	0.3486988602
543	0.3486445574
544	0.3486393115
545	0.348542693
546	0.3484605447
547	0.3484403144
548	0.3484257175
549	0.3484082726
550	0.3483481069
551	0.3483064914
552	0.3482174926
553	0.3481195694
554	0.3480813076
555	0.3480701471
556	0.3480402896
557	0.3480212609
558	0.3479386463
559	0.3479013954
560	0.3478570901
561	0.347774833
562	0.3477509891
563	0.3477025815
564	0.3476073211
565	0.3474445325
566	0.3474182588
567	0.3473503587
568	0.3473059245
569	0.3472812266
570	0.3471344851
571	0.3470200464
572	0.3470068186
573	0.3468559009
574	0.3468227479
575	0.3467756958
576	0.3466135902
577	0.3465158666
578	0.346474982
579	0.346366974
580	0.3462974754
581	0.3462644434
582	0.3462255163
583	0.3461029114
584	0.3460312802
585	0.3459969363
586	0.3459452317
587	0.3458811159
588	0.3458069955
589	0.3457068848
590	0.3456596414
591	0.3456333085
592	0.3455445039
593	0.3454808592
594	0.3453992512
595	0.345379792
596	0.3452780852
597	0.3452018384
598	0.3450698002
599	0.3450030022
600	0.344954217
601	0.3448538379
602	0.3447335348
603	0.344687408
604	0.3444553154
605	0.3443290924
606	0.344199422
607	0.3441122181
608	0.3440224723
609	0.343951628
610	0.3439285212
611	0.3438907876
612	0.343762452
613	0.3437008637
614	0.3436132777
615	0.343585812
616	0.3435177076
617	0.3435026066
618	0.3433867328
619	0.3432716767
620	0.3431820023
621	0.343081285
622	0.3430579068
623	0.3430407204
624	0.3429770818
625	0.3429003016
626	0.3428854386
627	0.3427899074
628	0.3427809274
629	0.3427215391
630	0.3426496675
631	0.3426142847
632	0.3425584331
633	0.3425291782
634	0.3424897791
635	0.3424737345
636	0.3423849075
637	0.3423312121
638	0.342195187
639	0.342156
640	0.342069675
641	0.3419931394
642	0.3419640849
643	0.341775424
644	0.3417548465
645	0.3417199331
646	0.3416654697
647	0.3415888738
648	0.3414733837
649	0.3413470545
650	0.3412779693
651	0.3411893807
652	0.3410549253
653	0.3409945485
654	0.3408812528
655	0.3407717663
656	0.3407122397
657	0.3405771514
658	0.3404946233
659	0.3404382251
660	0.3404002546
661	0.3403024281
662	0.3402607939
663	0.3401854727
664	0.3400162774
665	0.3399260079
666	0.3398552026
667	0.3398206692
668	0.3397876079
669	0.3397401865
670	0.3396148438
671	0.339543796
672	0.3394513191
673	0.3393735988
674	0.3393293425
675	0.3393087435
676	0.3392196095
677	0.3391874013
678	0.3390254623
679	0.3390113466
680	0.338960526
681	0.3388614274
682	0.3387972751
683	0.3387613092
684	0.3386893918
685	0.3385593224
686	0.3385033532
687	0.3384628396
688	0.338432876
689	0.3383056652
690	0.3382400967
691	0.338194844
692	0.3380689196
693	0.3379710979
694	0.3379467788
695	0.3378311963
696	0.33780686
697	0.337754987
698	0.3377065121
699	0.3376392724
700	0.3375549053
701	0.3374345638
702	0.3373940528
703	0.3372916774
704	0.3372133357
705	0.3371760601
706	0.337146036
707	0.337123779
708	0.3370456107
709	0.3370089941
710	0.3369271857
711	0.336879787
712	0.3368049817
713	0.3367604796
714	0.3366425341
715	0.3366083785
716	0.3365637892
717	0.3364710433
718	0.336398541
719	0.3362873351
720	0.336188453
721	0.3361206864
722	0.3360672373
723	0.3358513679
724	0.3357895201
725	0.3355654853
726	0.3355300831
727	0.335458037
728	0.3353209974
729	0.3352972601
730	0.3351682324
731	0.3351215715
732	0.3350039989
733	0.3348797102
734	0.3347782943
735	0.3346906356
736	0.334645272
737	0.3346365722
738	0.334572771
739	0.334467621
740	0.3343545023
741	0.3343081206
742	0.3342800644
743	0.3341835257
744	0.3341702743
745	0.3341571437
746	0.3341048777
747	0.3340817669
748	0.3339501479
749	0.3338428143
750	0.33366954
751	0.3335688793
752	0.333517466
753	0.333472449
754	0.3333836604
755	0.3333658569
756	0.3332225467
757	0.333192755
758	0.3330821809
759	0.3330247889
760	0.3329104227
761	0.3328910398
762	0.3327644221
763	0.3326428629
764	0.3326074798
765	0.3325429268
766	0.3325153357
767	0.3324110045
768	0.3323470775
769	0.3322976304
770	0.3322357066
771	0.3321387542
772	0.3320783545
773	0.3320189447
774	0.3319795565
775	0.3318894702
776	0.3318764569
777	0.3317973821
778	0.3316892599
779	0.3315968469
780	0.3315297089
781	0.3314862534
782	0.3314186904
783	0.3313729667
784	0.3313600512
785	0.331298269
786	0.3311925893
787	0.3311101878
788	0.3310116966
789	0.3308089369
790	0.3307732204
791	0.3307029082
792	0.3305819545
793	0.3305396721
794	0.3304964422
795	0.3304708682
796	0.3303136054
797	0.330247243
798	0.3301887964
799	0.3301099328
800	0.3300500033
801	0.3299851825
802	0.3299117302
803	0.3298477693
804	0.3297248167
805	0.3296885957
806	0.3296111592
807	0.3295906088
808	0.3295265053
809	0.3295095878
810	0.3294425314
811	0.3293589181
812	0.3293267959
813	0.3292687247
814	0.3291832166
815	0.3291053837
816	0.3289906995
817	0.328972459
818	0.3289641205
819	0.3288355223
820	0.3287583878
821	0.3287471561
822	0.3286849778
823	0.3285946606
824	0.3285681427
825	0.3285270858
826	0.3284905716
827	0.3284417083
828	0.3283515427
829	0.3282603004
830	0.3282110365
831	0.3281904843
832	0.3281106884
833	0.3280317477
834	0.3279941598
835	0.3279029207
836	0.3278755196
837	0.327804131
838	0.3277289225
839	0.3276362051
840	0.3274984216
841	0.327455389
842	0.3273957241
843	0.327346809
844	0.327331597
845	0.3272265613
846	0.3270697213
847	0.3269631281
848	0.3269011081
849	0.3267207743
850	0.3266626763
851	0.3266152131
852	0.3265913982
853	0.3265009887
854	0.3264864311
855	0.3263209834
856	0.3263000344
857	0.326222602
858	0.3261209152
859	0.3260786813
860	0.3260633571
861	0.3259903027
862	0.3259670432
863	0.3258751432
864	0.3257967306
865	0.3256651307
866	0.3255278304
867	0.325493681
868	0.3254337654
869	0.3254038582
870	0.3253686511
871	0.3253579011
872	0.3253030656
873	0.3251446421
874	0.3250756227
875	0.3250532839
876	0.3250213941
877	0.3249952575
878	0.3249141599
879	0.3248942128
880	0.3247806375
881	0.3247758993
882	0.3247069087
883	0.3246760523
884	0.3245572929
885	0.3244641461
886	0.3243757893
887	0.3242949982
888	0.3242818587
889	0.3242655824
890	0.3241903014
891	0.324068883
892	0.3240541004
893	0.3240431374
894	0.3239749214
895	0.323923566
896	0.3238377521
897	0.3237147855
898	0.3236810679
899	0.3235984359
900	0.3235644687
901	0.3235553046
902	0.3234475138
903	0.3233436807
904	0.323298311
905	0.3232759111
906	0.3232372087
907	0.3232086064
908	0.3231889566
909	0.3231018421
910	0.3230714341
911	0.3230371
912	0.3230341324
913	0.3230195335
914	0.3229404488
915	0.3228922694
916	0.3228823194
917	0.3228044264
918	0.3227535446
919	0.3226544292
920	0.3226114064
921	0.3224993015
922	0.3224705348
923	0.3223995768
924	0.3223428073
925	0.3223067678
926	0.3222763021
927	0.3222173814
928	0.3221822429
929	0.3221311549
930	0.3220379404
931	0.3219240563
932	0.3218852276
933	0.3218142175
934	0.3217604516
935	0.3217233645
936	0.3216088354
937	0.3214862786
938	0.3214735476
939	0.3214634504
940	0.3214454044
941	0.3213238282
942	0.3212585787
943	0.3212200495
944	0.3212170448
945	0.3211200055
946	0.3210666364
947	0.3210462368
948	0.3210193029
949	0.3209113594
950	0.3208909731
951	0.3208475307
952	0.3207489442
953	0.3206727987
954	0.320641525
955	0.3205592662
956	0.3205054304
957	0.3204416914
958	0.3203365372
959	0.3202744566
960	0.3201878413
961	0.3201516686
962	0.3200425909
963	0.3199796175
964	0.319943608
965	0.3199053452
966	0.3198619472
967	0.3197372236
968	0.3196895862
969	0.3196433797
970	0.3195384399
971	0.3195380087
972	0.3194683933
973	0.3193962788
974	0.3193130293
975	0.3192362878
976	0.3191128885
977	0.3190499801
978	0.3189418761
979	0.3189086526
980	0.3187953059
981	0.3186823162
982	0.3186746707
983	0.3186676572
984	0.3186607129
985	0.3186414853
986	0.3185916478
987	0.3185508616
988	0.3184917131
989	0.3183865817
990	0.3183039008
991	0.3181990871
992	0.3181140197
993	0.3180884472
994	0.3179311295
995	0.3178390729
996	0.3177456957
997	0.3176772526
998	0.3176441425
999	0.31759623
